Date,Flight Number,From,To,Class,Price,Flow Card,Bags Checked,Meal Type
2024-09-22,PA012,Tokyo,Perth,Economy,1550.0,Yes,1,Nut Free
2024-04-04,PA012,Tokyo,Perth,Business Class,583.1999999999999,Yes,1,Vegetarian
2024-08-28,PA011,Perth,Tokyo,Premium Economy,780.0,Yes,2,Vegan
2024-06-14,PA005,London,Tokyo,Business Class,421.2,Yes,0,
2024-06-27,PA007,New York,Perth,Economy,2060.0,Yes,1,Nut Free
2024-11-08,PA002,New York,London,Premium Economy,865.0,Yes,3,Vegetarian
2024-10-27,PA002,New York,London,Economy,2780.0,Yes,2,Egg Free
2024-11-24,PA011,Perth,Tokyo,Business Class,415.2,Yes,3,Vegan
2024-03-27,PA003,London,Perth,Business Class,426.0,Yes,0,Egg Free
2024-09-11,PA010,Tokyo,New York,First Class,692.0,Yes,2,Vegetarian
2024-12-23,PA006,Tokyo,London,Premium Economy,1380.0,Yes,1,Egg Free
2024-05-14,PA008,Perth,New York,Economy,2435.0,Yes,0,Vegetarian
2024-07-03,PA012,Tokyo,Perth,Premium Economy,1582.5,Yes,1,Egg Free
2024-03-14,PA008,Perth,New York,Premium Economy,1127.5,Yes,1,
2024-07-03,PA008,Perth,New York,Premium Economy,1457.5,Yes,1,Egg Free
2024-02-04,PA001,London,New York,Business Class,793.1999999999999,Yes,0,
2024-07-12,PA007,New York,Perth,First Class,346.0,Yes,0,Dairy Free
2024-06-02,PA010,Tokyo,New York,Business Class,649.1999999999999,Yes,1,
2024-09-28,PA003,London,Perth,Premium Economy,937.5,Yes,1,Egg Free
2024-08-09,PA004,Perth,London,Business Class,547.1999999999999,Yes,3,Vegetarian
2024-05-28,PA010,Tokyo,New York,Economy,3295.0,Yes,1,Egg Free
2024-03-11,PA011,Perth,Tokyo,First Class,438.0,Yes,3,
2024-07-26,PA005,London,Tokyo,Premium Economy,510.0,Yes,1,Dairy Free
2024-06-01,PA006,Tokyo,London,Business Class,782.4,Yes,0,Vegetarian
2024-03-28,PA010,Tokyo,New York,Business Class,568.8,Yes,3,Egg Free
2024-12-16,PA006,Tokyo,London,Economy,3150.0,Yes,2,Vegan
2024-11-09,PA010,Tokyo,New York,First Class,613.0,Yes,1,Egg Free
2024-07-07,PA009,New York,Tokyo,Economy,2700.0,Yes,2,Nut Free
2024-10-03,PA005,London,Tokyo,Economy,1150.0,Yes,3,
2024-01-12,PA010,Tokyo,New York,Business Class,313.2,Yes,3,Vegan
2024-08-30,PA009,New York,Tokyo,Economy,2875.0,Yes,1,Dairy Free
2024-01-23,PA009,New York,Tokyo,First Class,603.0,Yes,1,Egg Free
2024-04-17,PA011,Perth,Tokyo,First Class,362.0,Yes,2,Dairy Free
2024-11-24,PA005,London,Tokyo,First Class,322.0,Yes,3,Vegetarian
2024-11-20,PA011,Perth,Tokyo,First Class,678.0,Yes,1,Egg Free
2024-12-16,PA004,Perth,London,Premium Economy,1410.0,Yes,1,Egg Free
2024-06-15,PA005,London,Tokyo,Economy,1775.0,Yes,1,Egg Free
2024-06-23,PA010,Tokyo,New York,Business Class,291.59999999999997,Yes,2,Dairy Free
2024-06-05,PA008,Perth,New York,First Class,316.0,Yes,3,Egg Free
2024-10-24,PA010,Tokyo,New York,Business Class,333.59999999999997,Yes,2,Egg Free
2024-02-28,PA009,New York,Tokyo,First Class,403.0,Yes,3,
2024-06-06,PA001,London,New York,Business Class,570.0,Yes,2,
2024-09-20,PA010,Tokyo,New York,Premium Economy,1305.0,Yes,0,Egg Free
2024-02-19,PA004,Perth,London,First Class,260.0,Yes,1,Dairy Free
2024-12-10,PA011,Perth,Tokyo,Economy,2830.0,Yes,2,Vegan
2024-11-12,PA009,New York,Tokyo,First Class,344.0,Yes,2,Vegan
2024-09-28,PA009,New York,Tokyo,Economy,3390.0,Yes,2,Dairy Free
2024-10-02,PA001,London,New York,First Class,517.0,Yes,2,Vegan
2024-08-12,PA006,Tokyo,London,Premium Economy,615.0,Yes,3,Vegetarian
2024-10-07,PA008,Perth,New York,First Class,642.0,Yes,3,Vegetarian
2024-04-04,PA005,London,Tokyo,First Class,521.0,Yes,0,Nut Free
2024-07-30,PA003,London,Perth,First Class,612.0,Yes,1,Vegetarian
2024-05-29,PA009,New York,Tokyo,Business Class,294.0,Yes,0,Nut Free
2024-01-04,PA002,New York,London,First Class,684.0,Yes,1,Dairy Free
2024-01-16,PA007,New York,Perth,Business Class,406.8,Yes,3,
2024-08-09,PA003,London,Perth,Premium Economy,1572.5,Yes,3,Nut Free
2024-07-13,PA010,Tokyo,New York,First Class,403.0,Yes,1,Nut Free
2024-10-13,PA012,Tokyo,Perth,Premium Economy,1352.5,Yes,0,Dairy Free
2024-07-20,PA011,Perth,Tokyo,First Class,606.0,Yes,1,Egg Free
2024-08-27,PA005,London,Tokyo,Economy,3080.0,Yes,2,Vegetarian
2024-03-25,PA002,New York,London,Premium Economy,1342.5,Yes,2,Dairy Free
2024-08-09,PA006,Tokyo,London,Business Class,658.8,Yes,2,Vegan
2024-05-22,PA006,Tokyo,London,Premium Economy,1660.0,Yes,3,Egg Free
2024-01-14,PA012,Tokyo,Perth,First Class,379.0,Yes,0,Egg Free
2024-09-06,PA006,Tokyo,London,Business Class,272.4,Yes,1,Vegan
2024-04-11,PA011,Perth,Tokyo,Economy,1410.0,Yes,0,Nut Free
2024-09-01,PA005,London,Tokyo,Business Class,243.6,Yes,1,
2024-11-18,PA008,Perth,New York,Premium Economy,1127.5,Yes,1,
2024-12-31,PA005,London,Tokyo,First Class,247.0,Yes,3,Nut Free
2024-08-03,PA011,Perth,Tokyo,Economy,2695.0,Yes,0,Nut Free
2024-05-31,PA009,New York,Tokyo,First Class,484.0,Yes,1,
2024-12-19,PA006,Tokyo,London,First Class,216.0,Yes,1,Egg Free
2024-02-07,PA001,London,New York,Business Class,266.4,Yes,0,
2024-01-24,PA012,Tokyo,Perth,Economy,3370.0,Yes,0,Vegan
2024-01-21,PA012,Tokyo,Perth,Business Class,422.4,Yes,0,Vegetarian
2024-04-18,PA003,London,Perth,First Class,350.0,Yes,1,Egg Free
2024-07-11,PA011,Perth,Tokyo,First Class,237.0,Yes,2,Vegetarian
2024-11-19,PA006,Tokyo,London,Premium Economy,1295.0,Yes,3,
2024-12-19,PA001,London,New York,Business Class,571.1999999999999,Yes,1,Dairy Free
2024-02-03,PA008,Perth,New York,Business Class,421.2,Yes,3,Dairy Free
2024-02-06,PA004,Perth,London,First Class,306.0,Yes,2,Dairy Free
2024-04-10,PA011,Perth,Tokyo,Economy,1695.0,Yes,0,Vegetarian
2024-11-21,PA006,Tokyo,London,Business Class,367.2,Yes,0,
2024-02-16,PA003,London,Perth,First Class,618.0,Yes,3,Nut Free
2024-12-02,PA001,London,New York,Premium Economy,1037.5,Yes,3,Vegetarian
2024-08-11,PA008,Perth,New York,Business Class,294.0,Yes,3,Vegan
2024-12-11,PA008,Perth,New York,Business Class,834.0,Yes,0,Egg Free
2024-04-09,PA008,Perth,New York,Premium Economy,1307.5,Yes,0,
2024-03-06,PA006,Tokyo,London,Premium Economy,1220.0,Yes,2,Nut Free
2024-10-25,PA007,New York,Perth,First Class,485.0,Yes,3,Dairy Free
2024-07-11,PA002,New York,London,Economy,3080.0,Yes,2,Nut Free
2024-03-13,PA005,London,Tokyo,First Class,518.0,Yes,1,Dairy Free
2024-01-24,PA011,Perth,Tokyo,Economy,3060.0,Yes,3,Vegan
2024-09-17,PA001,London,New York,Economy,2000.0,Yes,3,Vegan
2024-08-08,PA001,London,New York,First Class,627.0,Yes,1,Nut Free
2024-12-23,PA009,New York,Tokyo,Premium Economy,922.5,Yes,2,Egg Free
2024-05-14,PA001,London,New York,Business Class,583.1999999999999,Yes,2,Vegan
2024-02-15,PA008,Perth,New York,Premium Economy,1732.5,Yes,3,Nut Free
2024-10-02,PA010,Tokyo,New York,Premium Economy,927.5,Yes,3,Vegetarian
2024-09-16,PA001,London,New York,Economy,2415.0,Yes,2,
2024-07-10,PA009,New York,Tokyo,Premium Economy,1142.5,Yes,2,
2024-08-12,PA003,London,Perth,Economy,2750.0,Yes,1,Dairy Free
2024-03-06,PA012,Tokyo,Perth,Economy,1380.0,Yes,0,Egg Free
2024-01-28,PA004,Perth,London,Economy,2990.0,Yes,3,Nut Free
2024-07-24,PA012,Tokyo,Perth,Premium Economy,1075.0,Yes,0,Vegetarian
2024-01-17,PA010,Tokyo,New York,Premium Economy,1325.0,Yes,0,Nut Free
2024-03-01,PA004,Perth,London,Premium Economy,1447.5,Yes,3,
2024-09-02,PA006,Tokyo,London,First Class,642.0,Yes,1,Vegetarian
2024-10-23,PA009,New York,Tokyo,Premium Economy,740.0,Yes,0,Egg Free
2024-07-16,PA012,Tokyo,Perth,Economy,1170.0,Yes,2,Dairy Free
2024-04-04,PA009,New York,Tokyo,First Class,691.0,Yes,3,Egg Free
2024-07-31,PA005,London,Tokyo,Business Class,577.1999999999999,Yes,3,Nut Free
2024-10-22,PA006,Tokyo,London,Premium Economy,1020.0,Yes,1,Egg Free
2024-08-24,PA004,Perth,London,Economy,2985.0,Yes,2,Vegan
2024-03-23,PA003,London,Perth,Premium Economy,1302.5,Yes,3,Vegetarian
2024-07-20,PA007,New York,Perth,Premium Economy,1677.5,Yes,0,Dairy Free
2024-05-11,PA005,London,Tokyo,Business Class,747.6,Yes,1,Nut Free
2024-11-30,PA004,Perth,London,Premium Economy,1357.5,Yes,2,Nut Free
2024-04-20,PA006,Tokyo,London,Economy,3015.0,Yes,0,Nut Free
2024-02-19,PA008,Perth,New York,Economy,2515.0,Yes,2,Egg Free
2024-04-27,PA007,New York,Perth,First Class,689.0,Yes,0,Vegan
2024-11-10,PA009,New York,Tokyo,Premium Economy,1225.0,Yes,3,Nut Free
2024-03-29,PA009,New York,Tokyo,First Class,500.0,Yes,1,Egg Free
2024-01-17,PA005,London,Tokyo,Premium Economy,942.5,Yes,3,Nut Free
2024-03-17,PA001,London,New York,Economy,2880.0,Yes,0,
2024-09-02,PA007,New York,Perth,First Class,570.0,Yes,1,Vegan
2024-09-25,PA003,London,Perth,Business Class,762.0,Yes,0,Vegan
2024-07-21,PA002,New York,London,Economy,2340.0,Yes,0,Nut Free
2024-09-07,PA005,London,Tokyo,First Class,388.0,Yes,0,Vegetarian
2024-11-07,PA007,New York,Perth,First Class,345.0,Yes,3,Nut Free
2024-08-02,PA002,New York,London,Premium Economy,1667.5,Yes,3,Vegetarian
2024-08-28,PA001,London,New York,Economy,1925.0,Yes,2,Dairy Free
2024-02-24,PA005,London,Tokyo,First Class,688.0,Yes,3,Egg Free
2024-04-14,PA005,London,Tokyo,Premium Economy,665.0,Yes,1,Nut Free
2024-10-24,PA009,New York,Tokyo,Economy,3235.0,Yes,0,Vegetarian
2024-03-31,PA007,New York,Perth,Premium Economy,935.0,Yes,3,Vegan
2024-06-29,PA002,New York,London,Business Class,452.4,Yes,1,Vegan
2024-01-19,PA005,London,Tokyo,Economy,2525.0,Yes,3,Egg Free
2024-04-04,PA003,London,Perth,Economy,1325.0,Yes,1,Nut Free
2024-08-10,PA008,Perth,New York,First Class,251.0,Yes,1,
2024-05-05,PA006,Tokyo,London,Economy,1310.0,Yes,0,Vegan
2024-12-02,PA001,London,New York,Premium Economy,1255.0,Yes,2,Dairy Free
2024-07-10,PA011,Perth,Tokyo,Business Class,241.2,Yes,2,Egg Free
2024-09-21,PA007,New York,Perth,Premium Economy,807.5,Yes,0,Nut Free
2024-10-08,PA008,Perth,New York,Business Class,414.0,Yes,0,Vegetarian
2024-10-07,PA008,Perth,New York,Economy,2685.0,Yes,3,Vegan
2024-10-04,PA004,Perth,London,Premium Economy,945.0,Yes,1,Egg Free
2024-10-08,PA003,London,Perth,Business Class,758.4,Yes,1,Egg Free
2024-09-15,PA006,Tokyo,London,Premium Economy,1090.0,Yes,2,Vegan
2024-07-29,PA001,London,New York,Premium Economy,1477.5,Yes,1,Dairy Free
2024-09-27,PA012,Tokyo,Perth,Business Class,657.6,Yes,2,Vegetarian
2024-09-28,PA011,Perth,Tokyo,Business Class,580.8,Yes,2,
2024-09-23,PA008,Perth,New York,Economy,1205.0,Yes,1,Dairy Free
2024-07-30,PA007,New York,Perth,Premium Economy,1632.5,Yes,2,Dairy Free
2024-03-15,PA004,Perth,London,First Class,449.0,Yes,2,Vegan
2024-04-24,PA011,Perth,Tokyo,Economy,1870.0,Yes,1,Vegetarian
2024-11-14,PA004,Perth,London,Economy,2290.0,Yes,2,Nut Free
2024-07-07,PA002,New York,London,Business Class,530.4,Yes,3,Nut Free
2024-03-02,PA001,London,New York,First Class,323.0,Yes,0,Vegan
2024-05-08,PA006,Tokyo,London,First Class,440.0,Yes,2,
2024-09-02,PA012,Tokyo,Perth,Premium Economy,570.0,Yes,3,Nut Free
2024-05-19,PA010,Tokyo,New York,First Class,362.0,Yes,2,
2024-10-19,PA002,New York,London,Premium Economy,1130.0,Yes,0,
2024-10-03,PA008,Perth,New York,Economy,1140.0,Yes,0,Vegan
2024-06-10,PA004,Perth,London,First Class,478.0,Yes,3,Nut Free
2024-02-02,PA002,New York,London,Economy,1530.0,Yes,0,Nut Free
2024-08-29,PA007,New York,Perth,Economy,1265.0,Yes,3,Nut Free
2024-11-30,PA001,London,New York,First Class,401.0,Yes,3,Nut Free
2024-12-05,PA004,Perth,London,Business Class,609.6,Yes,0,
2024-11-29,PA009,New York,Tokyo,Economy,2375.0,Yes,0,Vegetarian
2024-10-25,PA010,Tokyo,New York,First Class,466.0,Yes,1,Nut Free
2024-08-28,PA005,London,Tokyo,Premium Economy,1122.5,Yes,2,Dairy Free
2024-06-15,PA001,London,New York,Premium Economy,1005.0,Yes,3,Vegan
2024-12-26,PA008,Perth,New York,First Class,297.0,Yes,3,
2024-05-17,PA002,New York,London,Premium Economy,1547.5,Yes,2,Dairy Free
2024-07-30,PA004,Perth,London,First Class,552.0,Yes,0,
2024-11-04,PA008,Perth,New York,Business Class,432.0,Yes,0,Egg Free
2024-10-20,PA006,Tokyo,London,Premium Economy,802.5,Yes,1,
2024-03-29,PA012,Tokyo,Perth,Business Class,508.79999999999995,Yes,2,Dairy Free
2024-07-26,PA002,New York,London,Economy,2885.0,Yes,0,Vegetarian
2024-10-04,PA003,London,Perth,Business Class,711.6,Yes,1,Egg Free
2024-12-01,PA010,Tokyo,New York,Premium Economy,1677.5,Yes,0,Nut Free
2024-03-09,PA012,Tokyo,Perth,Premium Economy,840.0,Yes,0,Nut Free
2024-08-23,PA002,New York,London,Economy,2010.0,Yes,2,Dairy Free
2024-06-25,PA005,London,Tokyo,Premium Economy,1152.5,Yes,2,
2024-04-16,PA003,London,Perth,Premium Economy,825.0,Yes,3,Dairy Free
2024-06-11,PA005,London,Tokyo,First Class,468.0,Yes,1,Nut Free
2024-08-13,PA007,New York,Perth,Business Class,302.4,Yes,2,
2024-05-20,PA001,London,New York,Business Class,799.1999999999999,Yes,0,Nut Free
2024-01-15,PA009,New York,Tokyo,Business Class,397.2,Yes,3,Dairy Free
2024-05-21,PA001,London,New York,First Class,493.0,Yes,0,Vegan
2024-06-07,PA008,Perth,New York,Economy,2110.0,Yes,0,Egg Free
2024-01-23,PA011,Perth,Tokyo,First Class,635.0,Yes,2,
2024-07-31,PA002,New York,London,First Class,392.0,Yes,0,
2024-09-05,PA006,Tokyo,London,Economy,3345.0,Yes,3,
2024-01-21,PA009,New York,Tokyo,Business Class,352.8,Yes,0,Egg Free
2024-04-15,PA011,Perth,Tokyo,First Class,334.0,Yes,1,
2024-10-01,PA012,Tokyo,Perth,First Class,382.0,Yes,1,
2024-01-17,PA002,New York,London,Business Class,672.0,Yes,2,Vegan
2024-03-22,PA011,Perth,Tokyo,First Class,563.0,Yes,0,Nut Free
2024-02-23,PA012,Tokyo,Perth,Business Class,472.79999999999995,Yes,0,Dairy Free
2024-12-09,PA011,Perth,Tokyo,Economy,3460.0,Yes,0,Vegan
2024-05-19,PA009,New York,Tokyo,Business Class,685.1999999999999,Yes,3,Egg Free
2024-02-12,PA005,London,Tokyo,Premium Economy,1157.5,Yes,0,Vegan
2024-04-25,PA001,London,New York,First Class,295.0,Yes,3,
2024-10-08,PA003,London,Perth,Business Class,655.1999999999999,Yes,1,Egg Free
2024-02-12,PA011,Perth,Tokyo,First Class,207.0,Yes,3,Vegetarian
2024-06-26,PA008,Perth,New York,Premium Economy,1592.5,Yes,0,Vegan
2024-11-09,PA012,Tokyo,Perth,First Class,275.0,Yes,2,Vegetarian
2024-05-22,PA006,Tokyo,London,Business Class,660.0,Yes,1,Vegan
2024-08-05,PA007,New York,Perth,Business Class,481.2,Yes,3,Egg Free
2024-05-10,PA011,Perth,Tokyo,Premium Economy,1277.5,Yes,2,Egg Free
2024-02-11,PA012,Tokyo,Perth,Business Class,595.1999999999999,Yes,1,
2024-07-25,PA004,Perth,London,Business Class,822.0,Yes,1,Nut Free
2024-12-25,PA004,Perth,London,Business Class,303.59999999999997,Yes,2,Vegan
2024-06-27,PA012,Tokyo,Perth,Business Class,835.1999999999999,Yes,2,Dairy Free
2024-08-09,PA008,Perth,New York,First Class,665.0,Yes,3,
2024-04-15,PA006,Tokyo,London,First Class,678.0,Yes,1,Egg Free
2024-10-05,PA012,Tokyo,Perth,Business Class,252.0,Yes,1,
2024-06-12,PA007,New York,Perth,Business Class,721.1999999999999,Yes,3,Vegetarian
2024-10-23,PA002,New York,London,Business Class,276.0,Yes,2,Nut Free
2024-06-05,PA005,London,Tokyo,First Class,539.0,Yes,0,Dairy Free
2024-05-01,PA010,Tokyo,New York,Economy,1250.0,Yes,0,Vegan
2024-10-18,PA001,London,New York,Business Class,331.2,Yes,1,
2024-09-10,PA012,Tokyo,Perth,Business Class,823.1999999999999,Yes,0,Vegan
2024-08-09,PA007,New York,Perth,Business Class,241.2,Yes,3,Dairy Free
2024-08-27,PA002,New York,London,Business Class,470.4,Yes,1,Nut Free
2024-02-15,PA011,Perth,Tokyo,First Class,371.0,Yes,0,Nut Free
2024-11-21,PA003,London,Perth,First Class,469.0,Yes,1,Vegetarian
2024-02-02,PA001,London,New York,Business Class,358.8,Yes,0,Vegan
2024-12-13,PA008,Perth,New York,First Class,208.0,Yes,2,Nut Free
2024-07-02,PA003,London,Perth,First Class,357.0,Yes,0,Dairy Free
2024-11-02,PA007,New York,Perth,Premium Economy,885.0,Yes,2,Nut Free
2024-09-29,PA002,New York,London,Business Class,260.4,Yes,0,Vegetarian
2024-07-24,PA009,New York,Tokyo,Economy,2040.0,Yes,2,Dairy Free
2024-08-16,PA008,Perth,New York,Premium Economy,765.0,Yes,1,Nut Free
2024-08-21,PA010,Tokyo,New York,Economy,1225.0,Yes,2,Nut Free
2024-03-18,PA002,New York,London,Premium Economy,1617.5,Yes,3,Vegetarian
2024-12-20,PA001,London,New York,First Class,473.0,Yes,1,
2024-02-03,PA005,London,Tokyo,Business Class,330.0,Yes,3,Vegan
2024-08-17,PA001,London,New York,Premium Economy,522.5,Yes,1,Vegan
2024-08-25,PA002,New York,London,First Class,370.0,Yes,1,
2024-09-18,PA011,Perth,Tokyo,Business Class,694.8,Yes,0,Dairy Free
2024-02-16,PA010,Tokyo,New York,First Class,340.0,Yes,1,
2024-05-01,PA005,London,Tokyo,Economy,1810.0,Yes,0,Dairy Free
2024-09-08,PA006,Tokyo,London,Economy,1865.0,Yes,1,Dairy Free
2024-07-10,PA010,Tokyo,New York,Economy,2920.0,Yes,3,Vegan
2024-03-29,PA007,New York,Perth,First Class,698.0,Yes,3,Vegan
2024-02-07,PA004,Perth,London,Premium Economy,1045.0,Yes,0,Egg Free
2024-03-11,PA010,Tokyo,New York,First Class,561.0,Yes,0,
2024-11-28,PA004,Perth,London,Economy,1220.0,Yes,3,Egg Free
2024-06-12,PA001,London,New York,Business Class,328.8,Yes,1,Egg Free
2024-02-28,PA003,London,Perth,First Class,660.0,Yes,1,Vegan
2024-11-12,PA006,Tokyo,London,Business Class,546.0,Yes,1,Vegan
2024-05-28,PA007,New York,Perth,First Class,622.0,Yes,0,Egg Free
2024-04-13,PA010,Tokyo,New York,First Class,283.0,Yes,3,Dairy Free
2024-05-06,PA004,Perth,London,Economy,1905.0,Yes,0,Nut Free
2024-11-11,PA011,Perth,Tokyo,Premium Economy,1080.0,Yes,2,Vegetarian
2024-10-21,PA008,Perth,New York,Premium Economy,1212.5,Yes,2,Nut Free
2024-12-02,PA004,Perth,London,Economy,2870.0,Yes,2,Vegetarian
2024-11-15,PA001,London,New York,Premium Economy,1590.0,Yes,3,Vegetarian
2024-10-25,PA006,Tokyo,London,Business Class,726.0,Yes,1,Dairy Free
2024-01-17,PA010,Tokyo,New York,Premium Economy,1417.5,Yes,1,Vegan
2024-04-14,PA011,Perth,Tokyo,Business Class,249.6,Yes,1,Nut Free
2024-08-26,PA007,New York,Perth,Business Class,342.0,Yes,3,Dairy Free
2024-11-05,PA009,New York,Tokyo,Economy,2825.0,Yes,3,Vegetarian
2024-04-27,PA001,London,New York,First Class,633.0,Yes,0,Egg Free
2024-03-10,PA010,Tokyo,New York,Premium Economy,1480.0,Yes,2,
2024-06-28,PA002,New York,London,Economy,1890.0,Yes,1,Vegetarian
2024-05-01,PA002,New York,London,Business Class,697.1999999999999,Yes,1,Dairy Free
2024-04-05,PA003,London,Perth,First Class,315.0,Yes,3,Egg Free
2024-11-10,PA008,Perth,New York,First Class,554.0,Yes,1,Egg Free
2024-12-02,PA001,London,New York,First Class,543.0,Yes,2,Vegetarian
2024-05-09,PA003,London,Perth,Business Class,796.8,Yes,0,
2024-08-04,PA008,Perth,New York,Economy,1740.0,Yes,1,Dairy Free
2024-07-02,PA009,New York,Tokyo,Business Class,694.8,Yes,2,Dairy Free
2024-06-27,PA007,New York,Perth,Premium Economy,720.0,Yes,2,Vegan
2024-03-21,PA005,London,Tokyo,Economy,1370.0,Yes,0,Vegan
2024-04-14,PA004,Perth,London,Business Class,362.4,Yes,0,Dairy Free
2024-02-13,PA010,Tokyo,New York,Premium Economy,1647.5,Yes,0,Dairy Free
2024-06-28,PA001,London,New York,Business Class,550.8,Yes,2,Vegetarian
2024-05-26,PA006,Tokyo,London,First Class,349.0,Yes,1,Nut Free
2024-10-22,PA007,New York,Perth,First Class,458.0,Yes,0,
2024-10-01,PA006,Tokyo,London,Business Class,343.2,Yes,2,Vegetarian
2024-11-06,PA006,Tokyo,London,Premium Economy,1207.5,Yes,0,
2024-02-22,PA008,Perth,New York,First Class,254.0,Yes,3,Dairy Free
2024-05-24,PA009,New York,Tokyo,Business Class,514.8,Yes,3,Egg Free
2024-04-30,PA012,Tokyo,Perth,Premium Economy,1452.5,Yes,0,Vegetarian
2024-02-01,PA011,Perth,Tokyo,Economy,2425.0,Yes,2,Nut Free
2024-07-25,PA009,New York,Tokyo,Premium Economy,750.0,Yes,0,Vegetarian
2024-11-01,PA012,Tokyo,Perth,First Class,608.0,Yes,1,
2024-11-25,PA010,Tokyo,New York,Economy,2930.0,Yes,2,Egg Free
2024-11-08,PA009,New York,Tokyo,First Class,431.0,Yes,3,Vegan
2024-02-07,PA001,London,New York,Business Class,249.6,Yes,0,
2024-11-15,PA005,London,Tokyo,First Class,424.0,Yes,1,Nut Free
2024-11-05,PA003,London,Perth,First Class,660.0,Yes,0,Vegan
2024-12-29,PA010,Tokyo,New York,Business Class,603.6,Yes,3,Egg Free
2024-02-11,PA007,New York,Perth,Business Class,824.4,Yes,3,Dairy Free
2024-12-07,PA009,New York,Tokyo,Economy,1615.0,Yes,1,Vegetarian
2024-10-29,PA007,New York,Perth,First Class,477.0,Yes,1,Dairy Free
2024-08-22,PA003,London,Perth,Economy,2360.0,Yes,2,Vegetarian
2024-01-31,PA004,Perth,London,First Class,289.0,Yes,2,Nut Free
2024-06-11,PA001,London,New York,Premium Economy,1340.0,Yes,2,Nut Free
2024-01-05,PA012,Tokyo,Perth,Business Class,336.0,Yes,3,Vegetarian
2024-06-30,PA006,Tokyo,London,Business Class,685.1999999999999,Yes,3,Dairy Free
2024-07-11,PA002,New York,London,Premium Economy,777.5,Yes,3,Vegan
2024-07-29,PA001,London,New York,First Class,384.0,Yes,0,Vegan
2024-08-13,PA010,Tokyo,New York,Business Class,289.2,Yes,1,Vegetarian
2024-07-29,PA012,Tokyo,Perth,First Class,554.0,Yes,2,Nut Free
2024-07-05,PA010,Tokyo,New York,Premium Economy,670.0,Yes,0,Egg Free
2024-02-01,PA011,Perth,Tokyo,First Class,623.0,Yes,2,
2024-10-16,PA006,Tokyo,London,Premium Economy,1255.0,Yes,3,Nut Free
2024-09-12,PA002,New York,London,Premium Economy,1407.5,Yes,0,Vegetarian
2024-01-25,PA001,London,New York,Business Class,565.1999999999999,Yes,1,Nut Free
2024-09-07,PA008,Perth,New York,Business Class,698.4,Yes,3,Egg Free
2024-12-13,PA012,Tokyo,Perth,Premium Economy,1092.5,Yes,2,
2024-02-22,PA002,New York,London,Premium Economy,1027.5,Yes,2,
2024-02-15,PA005,London,Tokyo,Economy,1800.0,Yes,0,
2024-06-22,PA011,Perth,Tokyo,Economy,2725.0,Yes,2,Nut Free
2024-03-17,PA005,London,Tokyo,Economy,2350.0,Yes,2,Nut Free
2024-03-04,PA008,Perth,New York,Premium Economy,1215.0,Yes,0,
2024-12-15,PA006,Tokyo,London,Premium Economy,1140.0,Yes,2,Dairy Free
2024-01-02,PA010,Tokyo,New York,Business Class,507.59999999999997,Yes,2,Egg Free
2024-11-13,PA011,Perth,Tokyo,First Class,353.0,Yes,2,Vegetarian
2024-07-13,PA006,Tokyo,London,Economy,3375.0,Yes,2,Nut Free
2024-09-12,PA004,Perth,London,Economy,1645.0,Yes,0,Vegetarian
2024-02-27,PA002,New York,London,First Class,325.0,Yes,0,Vegan
2024-08-04,PA007,New York,Perth,Economy,2390.0,Yes,0,
2024-09-05,PA001,London,New York,Premium Economy,1202.5,Yes,0,Egg Free
2024-08-13,PA007,New York,Perth,Premium Economy,815.0,Yes,0,Nut Free
2024-06-04,PA009,New York,Tokyo,Premium Economy,1525.0,Yes,2,
2024-12-18,PA012,Tokyo,Perth,Economy,2565.0,Yes,3,Nut Free
2024-05-14,PA002,New York,London,Business Class,667.1999999999999,Yes,2,Vegan
2024-07-29,PA003,London,Perth,Premium Economy,615.0,Yes,1,Nut Free
2024-06-03,PA007,New York,Perth,First Class,636.0,Yes,1,Egg Free
2024-02-09,PA005,London,Tokyo,First Class,519.0,Yes,2,Vegetarian
2024-03-10,PA008,Perth,New York,Premium Economy,1737.5,Yes,1,Vegetarian
2024-11-27,PA011,Perth,Tokyo,First Class,509.0,Yes,1,Vegetarian
2024-06-26,PA002,New York,London,First Class,335.0,Yes,0,Vegan
2024-10-07,PA002,New York,London,First Class,684.0,Yes,2,Nut Free
2024-10-29,PA003,London,Perth,Economy,2720.0,Yes,3,
2024-10-12,PA009,New York,Tokyo,Business Class,478.79999999999995,Yes,1,Egg Free
2024-09-19,PA007,New York,Perth,First Class,231.0,Yes,2,Nut Free
2024-07-20,PA010,Tokyo,New York,Business Class,370.8,Yes,3,Egg Free
2024-09-21,PA004,Perth,London,Business Class,733.1999999999999,Yes,3,Egg Free
2024-07-02,PA002,New York,London,Premium Economy,1142.5,Yes,1,Dairy Free
2024-02-17,PA007,New York,Perth,First Class,245.0,Yes,3,Vegetarian
2024-08-22,PA009,New York,Tokyo,Premium Economy,1090.0,Yes,1,Nut Free
2024-12-03,PA004,Perth,London,Premium Economy,1695.0,Yes,3,Nut Free
2024-12-12,PA009,New York,Tokyo,Economy,1495.0,Yes,0,Nut Free
2024-03-13,PA004,Perth,London,Business Class,835.1999999999999,Yes,0,Dairy Free
2024-09-05,PA012,Tokyo,Perth,Business Class,675.6,Yes,0,Egg Free
2024-08-02,PA002,New York,London,Premium Economy,1060.0,Yes,2,Vegan
